XM_012316519.2	LOC100649911
XM_003393605.3	LOC100642870
XM_012316754.2	LOC100642437
XM_012316768.2	LOC100642437
XM_012316759.2	LOC100642437
XM_003393602.3	LOC100642437
XM_012316808.2	LOC105666529
XM_012316825.2	LOC105666529
XM_012316800.2	LOC105666529
XM_012316787.2	LOC105666529
XM_020868379.1	LOC105666529
XM_003393603.3	LOC100642628
XM_003393606.3	LOC100642987
XM_012316835.2	LOC100642987
XM_020868378.1	LOC100642987
XM_012316831.2	LOC100642987
XM_003393607.3	LOC100643109
XM_003393609.2	LOC100643354
XM_003393608.3	LOC100643233
XR_002308923.1	LOC110120286
XM_012316860.2	LOC100643151
XM_003393610.3	LOC100643476
XM_012316886.2	LOC100643602
XM_012316881.2	LOC100643602
XM_012316874.2	LOC100643602
XM_003393611.2	LOC100643725
XM_003393612.2	LOC100643843
XM_020868360.1	LOC100643966
XM_012316908.2	LOC100643966
XM_012316912.2	LOC100643966
XM_020868362.1	LOC100643966
XM_020868361.1	LOC100643966
XM_020867826.1	LOC100643274
XR_002308760.1	LOC110120135
XR_002308759.1	LOC110120135
XR_002308762.1	LOC110120140
XM_003393614.2	LOC100644161
XM_012316937.2	LOC100643398
XM_012316942.2	LOC100643398
XM_012316953.2	LOC105666543
XM_012316956.2	LOC100644282
XM_012316960.2	LOC100644282
XM_012316969.2	LOC100644390
XM_003393616.3	LOC100644390
XM_012316978.2	LOC100644390
XM_020867411.1	LOC100644511
XM_012317033.2	LOC100644632
XM_003393617.3	LOC100644632
XM_012317026.2	LOC100644632
XM_012317009.1	LOC100644875
XM_012317006.2	LOC100644875
XM_012317015.1	LOC100644875
XM_012317020.2	LOC100644875
XM_003393620.3	LOC100644995
XM_012317050.2	LOC100644749
XM_003393621.2	LOC100645182
XR_002308580.1	LOC100645182
XM_012317120.2	LOC100645182
XM_012317127.2	LOC100645182
XM_003393622.3	LOC100645310
XM_012317110.2	LOC100645310
XM_020867445.1	LOC100645433
XM_003393623.3	LOC100645433
XR_001099381.2	LOC105666561
XM_003393626.3	LOC100645743
XM_012317079.2	LOC100645743
XM_003393625.3	LOC100645621
XM_020867489.1	LOC100645936
XM_020867487.1	LOC100645936
XM_020867484.1	LOC100645936
XM_020867498.1	LOC100645936
XM_020867495.1	LOC100645936
XM_012317153.2	LOC100646135
XM_012317163.2	LOC100646253
XM_003393628.3	LOC100646253
XM_012317167.2	LOC100646253
XM_003393629.3	LOC100646373
XM_003393687.3	LOC100643641
XR_002308879.1	LOC110120228
XR_002308876.1	LOC110120228
XR_002308878.1	LOC110120228
XM_012317272.2	LOC100646576
XM_012317279.2	LOC100646576
XM_012317242.1	LOC100646816
XM_003393632.3	LOC100646816
XM_012317266.2	LOC100646816
XM_012317254.2	LOC100646816
XM_020868184.1	LOC100646696
XM_003393631.3	LOC100646696
XM_020868180.1	LOC100646696
XM_012317186.2	LOC100646938
XM_012317177.2	LOC100646938
XM_012317376.2	LOC100643754
XM_012317369.2	LOC100647055
XM_012317361.2	LOC105666580
XR_002308890.1	LOC110120239
XM_012317340.2	LOC100647174
XM_012317354.2	LOC100647174
XM_012317348.2	LOC100647174
XM_012317328.1	LOC100647408
XM_003393637.3	LOC100647408
XM_020868219.1	LOC100647408
XM_003393636.3	LOC100647287
XM_003393638.3	LOC100647529
XM_012317393.2	LOC100647529
XM_012318135.2	LOC100643877
XM_012317434.2	LOC100647648
XR_001099404.2	LOC100647648
XR_001099403.2	LOC100647648
XR_001099402.2	LOC100647648
XM_012317419.2	LOC100647648
XM_012317448.2	LOC100647648
XM_012317452.2	LOC100647648
XM_020866644.1	LOC100647648
XM_020866642.1	LOC100647648
XM_003393639.3	LOC100647648
XR_001099405.2	LOC105666601
XM_012317468.2	LOC100647648
XM_012317483.2	LOC100648008
XM_003393644.3	LOC100648008
XM_012317486.2	LOC100648008
XM_003393643.3	LOC100648008
XM_003393646.3	LOC100648388
XM_012317521.2	LOC100648388
XM_012317529.2	LOC100648388
XM_003393645.3	LOC100648272
XM_020866576.1	LOC100648272
XM_020866584.1	LOC100648272
XM_020866579.1	LOC100648272
XM_020866590.1	LOC100648272
XM_003393647.3	LOC100648503
XM_012317553.2	LOC100648619
XM_012317537.2	LOC105666607
XM_012317545.2	LOC105666607
XM_003393651.3	LOC100648966
XM_012317614.1	LOC100648735
XM_012317607.2	LOC100648850
XM_020865840.1	LOC100644118
XM_020865836.1	LOC100644118
XM_020865807.1	LOC100644118
XM_020865789.1	LOC100644118
XM_020865837.1	LOC100644118
XM_020865792.1	LOC100644118
XM_020865881.1	LOC100644118
XM_020865874.1	LOC100644118
XM_020865865.1	LOC100644118
XM_020865851.1	LOC100644118
XM_020865844.1	LOC100644118
XM_020865803.1	LOC100644118
XM_020865891.1	LOC100644118
XM_020865888.1	LOC100644118
XM_020865885.1	LOC100644118
XM_020865883.1	LOC100644118
XM_020865876.1	LOC100644118
XM_020865873.1	LOC100644118
XM_020865858.1	LOC100644118
XM_020865846.1	LOC100644118
XM_020865841.1	LOC100644118
XM_020865811.1	LOC100644118
XM_020865823.1	LOC100644118
XM_020865833.1	LOC100644118
XM_020865828.1	LOC100644118
XM_020865818.1	LOC100644118
XM_020865810.1	LOC100644118
XM_020865804.1	LOC100644118
XM_020865812.1	LOC100644118
XM_020865806.1	LOC100644118
XM_020865798.1	LOC100644118
XM_012317598.1	LOC100644118
XM_020865893.1	LOC100644118
XM_012317594.1	LOC100644118
XM_012317588.1	LOC100644118
XM_020865911.1	LOC110119753
XR_001099419.1	LOC105666612
XM_003393654.3	LOC100649320
XM_003393652.3	LOC100649080
XM_003393653.3	LOC100649201
XM_012317639.1	LOC100649201
XM_020865944.1	LOC100649439
XM_003393655.3	LOC100649439
XM_020865929.1	LOC100649439
XM_020865936.1	LOC100649439
XM_020865933.1	LOC100649439
XM_020865941.1	LOC100649439
XM_020865939.1	LOC100649439
XM_012317691.2	LOC100649563
XM_003393656.3	LOC100649684
XM_012317706.2	LOC100649684
XM_003393658.3	LOC100649799
XM_003393657.2	LOC100649799
XM_012317744.2	LOC100650069
XM_012317776.2	LOC100650069
XM_012317739.2	LOC100650069
XM_012317753.2	LOC100650069
XM_012317760.2	LOC100650069
XM_012317755.2	LOC100650069
XM_012317769.2	LOC100650069
XM_012317784.2	LOC100650069
XM_020865967.1	LOC100650069
XM_012317765.2	LOC100650069
XM_012317819.2	LOC100650190
XM_012317812.2	LOC100650190
XM_012317805.1	LOC100650190
XM_012317815.1	LOC100650190
XM_003393692.3	LOC100644240
XM_003393661.3	LOC100650312
XM_020867713.1	LOC100650312
XM_012317832.2	LOC100650312
XM_012317847.2	LOC100650430
XM_020867700.1	LOC100650430
XM_012317856.2	LOC100650430
XM_003393663.3	LOC100650552
XM_012317902.1	LOC100644357
XM_003393693.2	LOC100644357
XM_003393664.3	LOC100650675
XM_012317876.2	LOC100650675
XM_012317882.2	LOC100650675
XM_012317911.2	LOC100650801
XM_003393666.3	LOC100650915
XM_012317929.2	LOC100651030
XM_012317939.2	LOC100651030
XM_003393667.3	LOC100651030
XM_012317933.2	LOC100651030
XM_012317947.2	LOC105666640
XM_020867749.1	LOC100651151
XM_020867751.1	LOC100651151
XM_020867757.1	LOC100651151
XM_020867753.1	LOC100651151
XM_003393669.3	LOC100651275
XM_012317972.2	LOC100651275
XM_012317967.2	LOC100651275
XM_003393670.3	LOC100651396
XM_012318002.2	LOC100644475
XM_012317992.2	LOC100651632
XM_020865778.1	LOC100651514
XM_003393671.3	LOC100651514
XM_012318016.2	LOC100651514
XM_012318024.2	LOC100644593
XM_012318030.2	LOC100644593
XM_020868298.1	LOC105666658
XM_012318154.2	LOC105666658
XR_002308911.1	LOC105666658
XM_020868295.1	LOC105666658
XM_003393914.3	LOC100651911
XM_003393915.3	LOC100652030
XM_020867328.1	LOC100643726
XM_003393765.3	LOC100643726
XM_012318194.2	LOC100645158
XM_003393727.3	LOC100648389
XM_012318214.2	LOC100649322
XM_012318217.2	LOC100649322
XM_003393746.3	LOC100650952
XM_012318243.2	LOC100642988
XM_003393761.3	LOC100642988
XM_012318244.2	LOC100642988
XM_003393772.3	LOC100644550
XM_020865996.1	LOC100645822
XM_012318297.2	LOC100645822
XM_012318313.2	LOC100645822
XM_012318316.2	LOC100645822
XM_012318325.2	LOC100645822
XM_012318320.2	LOC100645822
XM_012318321.2	LOC100645822
XM_012318330.2	LOC100645822
XM_020866017.1	LOC100646977
XM_020866016.1	LOC100646977
XM_003393804.3	LOC100648157
XM_003393803.3	LOC100648157
XM_003393815.3	LOC100649565
XM_012318345.2	LOC100649565
XM_012318352.2	LOC100649565
XM_012320290.2	LOC100642237
XM_020866812.1	LOC100652309
XM_012318373.2	LOC100652309
XM_020866810.1	LOC100652309
XM_020866806.1	LOC100652309
XM_003393916.3	LOC100642359
XM_012318387.2	LOC105666719
2130	TRNAA-CGC	
XM_012318399.2	LOC100642480
XM_012318393.2	LOC100642480
XR_002308311.1	LOC100642480
XM_012318433.2	LOC100642480
XM_012318492.2	LOC100642480
XM_020866199.1	LOC100642480
XM_012318424.2	LOC100642480
XM_012318449.2	LOC100642480
XM_012318417.2	LOC100642480
XM_012318442.2	LOC100642480
XM_020866225.1	LOC100642480
XM_020866244.1	LOC100642480
XM_012318470.2	LOC100642480
XM_012318487.2	LOC100642480
XM_012318465.2	LOC100642480
XM_012318483.2	LOC100642480
XR_002308312.1	LOC100642480
XM_012318503.2	LOC100642480
XM_012318499.2	LOC100642480
XM_012318514.2	LOC100642480
XM_012318438.2	LOC100642480
XM_012318476.2	LOC100642480
XM_012318509.2	LOC100642480
XM_012318408.2	LOC100642480
XM_012318458.2	LOC100642480
XM_020866191.1	LOC100642480
XM_020866217.1	LOC100642480
XM_020866549.1	LOC100642599
XM_012318551.2	LOC100645516
XM_003393863.3	LOC100645516
2161	TRNAR-CCU	
XM_003393886.3	LOC100648548
XM_003393877.3	LOC100647252
XM_012318529.2	LOC100647252
XM_020866127.1	LOC100646216
XM_003393896.3	LOC100649800
XM_012318642.2	LOC100649800
XM_020866157.1	LOC100646216
XM_020866116.1	LOC100646216
XM_020866123.1	LOC100646216
XM_020866154.1	LOC100646216
XM_020866120.1	LOC100646216
XM_020866132.1	LOC100646216
XM_020866163.1	LOC100646216
XM_020866162.1	LOC100646216
XM_020866149.1	LOC100646216
XM_020866129.1	LOC100646216
XM_020866112.1	LOC100646216
XM_012318614.2	LOC100646216
XM_012318620.2	LOC100646216
XM_012318618.2	LOC100646216
XM_012318575.2	LOC100646216
XM_020866134.1	LOC100646216
XR_002308314.1	LOC105666742
XM_012318651.2	LOC100652152
XM_003393922.3	LOC100643071
XM_020867937.1	LOC100643071
XM_003393928.3	LOC100643680
XM_003393927.3	LOC100643680
XM_012318689.2	LOC100644594
XM_020866271.1	LOC100642718
XM_020866276.1	LOC100642718
XM_020866272.1	LOC100642718
XM_012318702.2	LOC100642718
XM_003393919.3	LOC100642718
XM_012318696.2	LOC100642718
XM_003393961.3	LOC100647889
XM_012318733.2	LOC100647889
XR_002308323.1	LOC100648589
XM_020866265.1	LOC100648670
XM_020866983.1	LOC100648780
XM_020866986.1	LOC100648780
XM_003393968.3	LOC100648780
XM_012318763.2	LOC100648780
XM_012318774.2	LOC100648780
XM_012318768.2	LOC100648780
XM_012318796.2	LOC100648780
XM_020866995.1	LOC100648780
XM_020866991.1	LOC100648780
XM_012318788.2	LOC100648780
XM_020867005.1	LOC100648780
XM_020867549.1	LOC100648894
XM_012318822.2	LOC100648894
XM_012318814.2	LOC100648894
XM_003393971.3	LOC100649082
XM_012318829.2	LOC100649082
XM_020868390.1	LOC100649082
XM_003393974.3	LOC100649442
XM_020868392.1	LOC100649203
XM_012318836.2	LOC100649203
XM_012318840.2	LOC100649203
XM_012318843.2	LOC100649203
XM_020868391.1	LOC100649203
XM_020866552.1	LOC100642835
XM_020867916.1	LOC100642952
XM_020867914.1	LOC100642952
XM_020867922.1	LOC100642952
XM_020867915.1	LOC100642952
XM_020867920.1	LOC100642952
XR_002308712.1	LOC100649685
XR_002308710.1	LOC100649685
XR_002308711.1	LOC100649685
XR_002308713.1	LOC100649685
XR_002308716.1	LOC100649685
XR_002308714.1	LOC100649685
XM_003393976.3	LOC100649685
XM_003393977.3	LOC100649801
XM_003393979.3	LOC100650111
XM_003393719.3	LOC100647409
XM_020867270.1	LOC100647175
XM_003393718.3	LOC100647288
XM_020867250.1	LOC110119180
XR_002308528.1	LOC110120000
XR_002308529.1	LOC110120000
XM_020867237.1	LOC100649989
XM_020867228.1	LOC100647530
XM_020867224.1	LOC100647530
XM_003393721.3	LOC100647530
XM_020867226.1	LOC100647530
XM_012318910.2	LOC100647530
XM_003393722.3	LOC100647719
XM_012318955.2	LOC100647719
XM_012318950.2	LOC100647719
XM_012318944.2	LOC100647719
XM_012318937.2	LOC100647719
XM_020867242.1	LOC100647836
XM_003393723.3	LOC100647836
XM_012318969.2	LOC100647836
XM_012318980.2	LOC100647958
XM_012320293.2	LOC105667100
XM_012319022.2	LOC100648085
XM_012319002.2	LOC100648085
XM_003393725.3	LOC100648085
XM_012318986.2	LOC100648085
XM_012318999.2	LOC100648085
XM_012318993.2	LOC100648085
XM_012319027.2	LOC100648085
XM_012319013.2	LOC100648085
XM_012319030.2	LOC100648085
XM_012319033.2	LOC100648085
XM_003393728.2	LOC100648504
XR_001099620.2	LOC105666823
XR_001099619.2	LOC105666823
XR_002308378.1	LOC105666823
XR_002308379.1	LOC105666823
XR_001099621.2	LOC105666823
XR_002308375.1	LOC105666823
XR_002308374.1	LOC105666823
XR_002308377.1	LOC105666823
XM_003393729.3	LOC100648620
XM_003393730.2	LOC100648736
2282	TRNAQ-CUG	
XM_003393731.3	LOC100648851
XM_012319088.2	LOC100648967
XM_012319112.2	LOC105666828
XM_003393733.3	LOC100649081
XM_020866500.1	LOC105666828
XM_020867049.1	LOC100649202
XM_020867044.1	LOC100649202
XM_020867051.1	LOC100649202
XM_012319124.2	LOC100649202
XM_012319134.2	LOC100649202
XM_003393735.3	LOC100649202
XM_020867066.1	LOC100649202
XM_003393736.3	LOC100649440
XM_020865664.1	LOC100649440
XM_012319153.2	LOC100649564
XM_020865671.1	LOC105666853
XM_012319185.2	LOC100649759
XM_020865674.1	LOC100649759
XM_020865678.1	LOC100649759
XM_012319199.2	LOC100649987
XM_012319191.2	LOC100649987
XM_003393739.3	LOC100649987
XM_020868087.1	LOC100649987
XM_012320289.2	LOC105667099
XM_020868092.1	LOC100650108
XM_003393741.3	LOC100650392
XM_012319277.2	LOC100650592
XM_003393744.3	LOC100650715
XM_003393745.3	LOC100650837
XM_003393749.3	LOC100651434
XM_012319308.2	LOC100651553
XM_003393750.3	LOC100651553
XM_012319321.2	LOC100651190
XM_003393747.3	LOC100651190
XM_020868349.1	LOC100651190
XM_003393748.3	LOC100651314
XM_012319348.2	LOC100651069
XM_003393752.3	LOC100651749
XM_003393753.2	LOC100651870
XM_003393754.2	LOC100651985
XM_003393923.3	LOC100643190
XM_020865703.1	LOC100643313
XM_012319383.2	LOC100643313
XM_012319397.1	LOC100643313
XM_012319407.2	LOC100643436
XM_012319411.2	LOC100652308
XM_012319421.2	LOC100642278
XM_003393756.3	LOC100642278
XM_003393757.3	LOC100642396
XM_012319447.2	LOC100642512
XM_020865745.1	LOC100642629
XM_012319463.2	LOC100642629
XM_012319451.2	LOC100642629
XR_001099647.2	LOC100642629
XM_020865733.1	LOC100642629
XM_020865746.1	LOC100642629
XM_012319457.2	LOC100642629
XM_012319468.2	LOC100642629
XM_003393759.3	LOC100642629
XM_020865737.1	LOC100642629
XR_002308237.1	LOC110119741
XM_020865741.1	LOC100642629
XM_012319476.2	LOC100642749
XM_012320295.2	LOC100643558
XM_012319487.2	LOC100642871
XM_003393760.3	LOC100642871
XM_003393762.3	LOC100643234
XM_012319519.1	LOC105666930
XM_020866845.1	LOC100643110
XM_012319503.2	LOC100643477
XM_003393764.3	LOC100643477
XM_003393763.3	LOC100643355
XM_003393766.3	LOC100643844
XM_012319632.2	LOC100643844
XM_012319609.2	LOC100643844
XM_012319625.2	LOC100643844
XM_012319613.2	LOC100643844
XR_002308448.1	LOC110119928
XM_003393771.3	LOC100644432
XM_003393769.3	LOC100644162
XM_003393770.3	LOC100644162
XM_003393768.3	LOC100643967
XM_012319585.2	LOC100643967
XM_020866862.1	LOC100643967
XM_012319557.2	LOC100643967
XM_012319573.2	LOC100643967
XM_012319579.2	LOC100643967
XM_020866853.1	LOC100643967
XM_020866906.1	LOC100643603
XR_002308449.1	LOC110119929
XM_003393775.3	LOC100644876
XM_020866886.1	LOC100644996
XM_012319668.2	LOC100644996
XM_020866885.1	LOC100644996
XM_020866884.1	LOC100644996
XM_020866888.1	LOC100644996
XM_012319699.2	LOC100645114
XM_020866374.1	LOC100645114
XM_012319693.2	LOC100645114
XM_003393777.3	LOC100645114
XM_003393778.3	LOC100645235
XM_012319676.2	LOC100645235
XM_003393779.3	LOC100645363
XM_012320296.1	LOC100645480
XM_003393781.3	LOC100645585
XM_012319752.2	LOC100645585
XM_012319757.2	LOC100645585
XM_020867864.1	LOC100644003
XM_003393782.3	LOC100645703
XM_012319724.2	LOC100645703
XM_012319712.1	LOC105666945
XM_003393784.3	LOC100645937
XM_012319790.2	LOC100646374
XM_012319782.2	LOC100646374
XM_020867890.1	LOC100646374
XM_012319798.2	LOC100646374
XM_012319803.2	LOC100646374
XM_012319809.2	LOC100646374
XM_003393786.3	LOC100646170
XM_003393785.3	LOC100646053
XM_003393791.3	LOC100646735
XM_020866565.1	LOC105666963
XM_003393789.3	LOC100646497
XM_003393790.3	LOC100646617
XM_003393792.3	LOC100646858
XM_012319867.2	LOC100644242
XM_020868387.1	LOC110120290
XM_003393794.3	LOC100647092
XM_003393795.3	LOC100647212
XM_020868388.1	LOC105667102
XM_012320300.2	LOC100644358
XM_020868389.1	LOC100647329
XM_012319884.2	LOC100647329
XM_003393798.2	LOC100647568
XM_003393797.3	LOC100647451
XM_003393799.3	LOC100647688
XM_012319908.1	LOC100647803
XM_003393800.2	LOC100647803
XM_012319921.2	LOC100647925
XM_012319929.2	LOC100647925
NM_001280933.1	LOC100648426
XM_020867181.1	LOC110119976
XM_020867198.1	LOC110119981
XM_020867202.1	LOC110119981
XM_003393808.2	LOC100648668
XM_003393807.3	LOC100648547
XM_012319945.2	LOC100648547
XM_012319949.2	LOC100648547
XM_003393932.3	LOC100644476
XM_012320085.2	LOC100644476
XM_012320083.2	LOC100644476
XM_020867161.1	LOC100644476
XM_012320076.1	LOC100644712
XM_012320072.2	LOC105667022
XM_020867189.1	LOC110119978
XM_012320004.2	LOC100648046
XM_012320010.2	LOC100648046
XR_002308506.1	LOC110119984
XM_020867144.1	LOC100648046
XM_020867148.1	LOC100648046
XM_020867149.1	LOC100648046
XM_012319974.2	LOC100648046
XM_012319998.2	LOC100648046
XM_012319989.2	LOC100648046
XM_012320046.2	LOC100648046
XM_020867133.1	LOC100648046
XM_020867134.1	LOC100648046
XM_020868284.1	LOC100649441
XM_003393817.3	LOC100649760
XM_003393818.3	LOC100649871
XM_003393819.3	LOC100649988
XM_020868292.1	LOC110120263
XM_020868289.1	LOC110120263
XM_020868281.1	LOC100649250
XM_020868282.1	LOC100649250
XM_003393820.3	LOC100650109
XM_003393821.3	LOC100650234
XM_020868342.1	LOC100644838
XM_012320154.2	LOC105667087
XM_020866570.1	LOC100650431
XM_012320167.2	LOC100650553
XM_003393825.3	LOC100650553
XM_020868341.1	LOC105667088
XM_020867947.1	LOC100644955
XM_020867946.1	LOC100644955
XM_003393827.3	LOC100651117
XM_003393830.2	LOC100651477
XM_012320170.2	LOC100651359
XM_012320169.2	LOC100651359
XM_003393828.3	LOC100651238
XM_003393831.3	LOC100651594
XM_012320172.2	LOC100651594
XR_002308418.1	LOC110119896
XM_003393833.3	LOC100651830
XM_003393832.3	LOC100651712
XR_002308929.1	LOC110120289
XM_020868377.1	LOC100642279
XM_012320179.2	LOC100651947
XM_012320177.2	LOC100651947
XM_012320174.2	LOC100651947
XM_020868367.1	LOC100651947
XM_003393834.3	LOC100651947
XM_012320173.2	LOC100651947
XM_020868366.1	LOC100651947
XM_020868368.1	LOC100651947
XM_020868374.1	LOC100651947
XM_020868373.1	LOC100651947
XM_020868371.1	LOC100651947
XM_020868375.1	LOC100651947
XM_020868372.1	LOC100651947
XM_020868370.1	LOC100651947
XM_012320178.2	LOC100651947
XM_012320186.2	LOC100642397
XM_003393840.3	LOC100642397
XM_012320183.2	LOC100642397
XM_012320184.2	LOC100642397
XM_012320182.2	LOC100642397
XM_012320187.2	LOC100642397
XM_003393842.3	LOC100642598
XM_003393843.1	LOC100642717
2503	TRNAP-UGG	
XM_003393844.2	LOC100642834
XM_012320189.2	LOC100645071
XM_012320302.2	LOC100642951
XM_020868340.1	LOC100642951
XM_012320196.2	LOC100643070
XM_012320201.2	LOC100643070
XM_012320200.2	LOC100643070
XM_012320199.2	LOC100643070
XM_020868339.1	LOC100643070
XM_020868338.1	LOC100643070
XM_020868337.1	LOC100643070
XM_003393847.3	LOC100643189
XM_012320203.2	LOC100643312
XM_012320206.2	LOC100643520
XM_012320207.2	LOC100643642
XM_020868163.1	LOC100643642
XM_012320304.1	LOC100645184
XM_012320211.2	LOC100631058
XM_012320210.2	LOC100631058
XM_012320212.2	LOC100631058
XM_012320208.2	LOC100631058
XM_012320213.2	LOC100631058
XM_012320214.2	LOC100631058
XM_012320305.2	LOC105667104
XM_003393852.3	LOC100643968
XM_020868359.1	LOC100645312
XM_003393940.2	LOC100645435
XM_020866655.1	LOC100645745
XM_020866659.1	LOC100645863
XM_003393853.1	LOC100644322
XM_020868333.1	LOC100644433
XM_020868279.1	LOC110120253
XM_003393946.1	LOC100646098
XM_020866672.1	LOC100646333
XM_020866685.1	LOC110119899
XM_020868275.1	LOC100646457
XM_003393857.1	LOC100644795
XM_003393950.2	LOC100646578
XM_012320310.1	LOC100644918
XM_003393859.1	LOC100645042
XM_003393951.1	LOC100646698
XM_012320312.1	LOC100645280
XM_003393862.1	LOC100645402
XM_003393952.2	LOC100646818
XM_020866697.1	LOC100646940
XM_020868230.1	LOC110120240
XM_012320315.2	LOC100647057
XM_003393955.3	LOC100647176
XM_012320317.1	LOC100647289
XM_003393865.2	LOC100645744
XM_012320318.2	LOC100645862
XM_012320320.2	LOC100645979
XM_003393869.1	LOC100646332
XM_003393957.1	LOC100647410
XM_003393870.1	LOC100646456
XM_012320321.1	LOC100646577
XM_003393873.1	LOC100646817
XM_003393872.2	LOC100646697
XM_003393958.1	LOC100647531
XM_020867302.1	LOC100647649
XM_003393959.3	LOC100647649
XM_012320218.1	LOC105667091
XM_012320323.1	LOC105667105
XM_012320324.1	LOC105667106
XM_012320325.1	LOC105667107
XM_012320326.2	LOC105667108
XM_012320327.1	LOC105667109
XM_012320219.1	LOC105667092
XM_020866921.1	LOC100647764
XM_012320220.2	LOC100647764
XM_020866927.1	LOC100647764
XM_012320222.2	LOC100647764
XM_003393874.3	LOC100646939
XM_012320223.2	LOC100647056
XM_012320229.2	LOC100647491
XM_012320233.2	LOC100647491
XM_020868385.1	LOC100647491
XM_012320232.2	LOC100647491
XM_012320231.2	LOC100647491
XM_003393879.3	LOC100647491
XM_012320228.2	LOC100647370
XM_012320224.2	LOC100647370
XM_003393878.3	LOC100647370
XM_020868384.1	LOC100647370
XM_012320226.2	LOC100647370
XM_012320227.2	LOC100647370
XM_012320225.2	LOC100647370
XM_003393880.3	LOC100647720
XM_012320234.2	LOC100647606
XM_012320235.2	LOC100647926
XM_003393881.3	LOC100647926
XM_003393882.2	LOC100648047
XM_012320240.2	LOC100648273
XM_012320242.2	LOC100648273
XM_012320239.2	LOC100648273
XM_012320241.2	LOC100648273
XM_012320243.2	LOC100648273
XM_003393883.3	LOC100648158
XM_012320237.2	LOC100648158
XM_012320238.2	LOC100648158
XR_001099735.2	LOC105667093
XR_002308928.1	LOC105667093
XM_012320245.2	LOC100648669
XM_003393887.3	LOC100648669
XM_012320246.2	LOC100648669
XM_003393890.3	LOC100648929
XR_001099737.2	LOC105667094
XM_003393891.3	LOC100649047
XM_012320247.2	LOC100649047
XM_020868332.1	LOC100649047
XM_012320248.2	LOC105667095
XM_003393893.3	LOC100649369
XM_003393892.3	LOC100649251
XM_003393894.3	LOC100649490
XM_012320249.2	LOC100649490
XR_002308392.1	LOC110119871
XM_012320254.2	LOC105667096
XM_012320250.2	LOC100649615
XM_012320259.2	LOC100649916
XM_003393897.3	LOC100649916
XM_012320260.2	LOC100649916
XM_012320257.2	LOC100649916
XM_012320256.2	LOC100649916
XM_012320261.2	LOC100649916
XM_012320264.2	LOC100650235
XM_012320263.1	LOC105665621
XM_003393899.3	LOC100650110
XM_012320262.2	LOC100650110
XM_003393962.1	LOC100648009
XM_020868343.1	LOC100650355
XR_002308920.1	LOC100650355
XR_001099738.2	LOC100650355
XM_020868347.1	LOC100650474
XM_012320272.2	LOC100650474
XM_012320271.2	LOC100650474
XM_012320269.2	LOC100650474
XM_012320270.2	LOC100650474
XM_012320266.2	LOC100648123
XM_003393963.3	LOC100648123
XM_020868344.1	LOC100648123
XM_020868345.1	LOC100648123
XM_012320267.2	LOC100648123
XM_012320275.2	LOC100650716
XM_020868346.1	LOC100650716
XM_012320274.2	LOC100650716
XM_003393903.3	LOC100650593
XM_012320276.2	LOC100650593
XM_020867591.1	LOC100650916
XM_003393907.3	LOC100651118
XM_012320278.2	LOC100651118
XM_012320279.2	LOC100651118
XM_012320281.2	LOC105667097
XM_012320283.2	LOC100651239
XM_012320282.2	LOC100651239
2658	TRNAG-UCC	
2659	TRNAG-UCC	
2660	TRNAG-UCC	
2661	TRNAG-UCC	
2662	TRNAA-UGC	
2663	TRNAL-UAG	
2664	TRNAQ-CUG	
2665	TRNAA-UGC	
2666	TRNAL-UAA	
XR_001099739.2	LOC105667098
XR_002308750.1	LOC105667098
XM_012320284.2	LOC100648236
XM_003393909.3	LOC100651360
XM_012320285.2	LOC100651478
XM_020867218.1	LOC100651595
XM_020867217.1	LOC100651595
XM_003393911.3	LOC100651595
XM_020867210.1	LOC100651595
XM_020866748.1	LOC100651790
XM_020866753.1	LOC100651790
XM_020866769.1	LOC100651790
XM_020866745.1	LOC100651790
XM_012320288.2	LOC100651790
2681	TRNAQ-UUG	
2682	TRNAQ-UUG	
2683	TRNAQ-CUG	
2684	TRNAQ-UUG	
2685	TRNAQ-UUG	
2686	TRNAQ-CUG	
2687	TRNAY-GUA	
2688	TRNAQ-UUG	
XR_002308243.1	LOC110119171
XM_012320334.2	LOC100650236
XM_003393981.3	LOC100650356
XM_003393980.3	LOC100650236
XM_012320331.2	LOC100650475
XM_003393983.3	LOC100650676
2695	TRNAL-AAG	
XM_003393984.3	LOC100650802
XM_020867369.1	LOC105667110
XM_012320336.2	LOC105667110
XM_012320338.2	LOC100650917
XM_012320337.2	LOC100650917
XM_003393986.3	LOC100651032
XM_003393987.3	LOC100651152
XM_003393989.3	LOC100651633
XM_012320339.2	LOC105667111
XM_012320341.2	LOC105667111
XM_012320340.2	LOC105667111
XM_012320343.2	LOC100651515
XM_003393988.3	LOC100651276
XM_003393990.3	LOC100651750
XM_020868363.1	LOC100647532
XM_012320344.2	LOC105667113
XR_002308926.1	LOC105667112
XR_002308927.1	LOC105667112
XR_001099741.2	LOC105667112
XM_012320349.1	LOC100651397
XM_012320348.1	LOC100651397
XM_012320350.2	LOC100651986
XM_003394039.3	LOC100647650
XM_003393992.3	LOC100652107
XM_003393993.3	LOC100652222
XM_012320351.1	LOC100647765
XM_012320428.2	LOC100647890
XM_012320429.2	LOC100648010
XM_003393995.3	LOC100642318
XM_003393997.3	LOC100642557
XM_003393996.3	LOC100642439
XM_012320352.2	LOC100642439
XM_020868365.1	LOC105667116
